round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.26637,0.0,0.40115,0.19986,0.05147,2.9785,119.3
2,0.70275,0.00369,0.32208,0.07139,0.09082,2.95727,240.5
3,0.861,0.7199,0.10411,0.04981,0.08357,2.97233,364.3
4,0.91363,0.78255,0.07182,0.03521,0.09469,2.97108,492.8
5,0.92,0.79518,0.06873,0.03031,0.08636,2.98172,614.5
6,0.93975,0.83818,0.04176,0.02619,0.09767,2.98238,734.9
7,0.9505,0.87611,0.03307,0.02097,0.09942,2.98187,855.9
8,0.951,0.90013,0.03107,0.01819,0.09507,2.98532,976.6
9,0.95762,0.8976,0.02537,0.01973,0.07424,2.98958,1097.4
10,0.95375,0.89128,0.03284,0.01813,0.10009,2.98498,1218.1
11,0.9565,0.89803,0.02683,0.01658,0.09502,2.98676,1340.9
12,0.965,0.9363,0.01869,0.01602,0.10758,2.98509,1462.1
13,0.96437,0.93269,0.02155,0.01441,0.12336,2.98053,1581.9
14,0.9675,0.94817,0.01593,0.01435,0.06422,2.99252,1703.0
15,0.96725,0.92288,0.02008,0.01321,0.07523,2.99113,1823.7
16,0.96762,0.933,0.01956,0.01118,0.05917,2.99308,1944.3
17,0.9705,0.93805,0.01576,0.0101,0.05847,2.99327,2064.4
18,0.972,0.95433,0.01309,0.01076,0.09134,2.98915,2185.4
19,0.97275,0.95092,0.01393,0.0091,0.0852,2.99003,2310.1
20,0.97288,0.95706,0.01327,0.00897,0.06528,2.99254,2430.9
21,0.974,0.95449,0.01415,0.00893,0.03096,2.9951,2551.2
22,0.97262,0.93932,0.01763,0.01061,0.08052,2.99107,2672.4
23,0.97513,0.95196,0.01383,0.00902,0.0572,2.99345,2793.9
24,0.97537,0.94437,0.0149,0.00807,0.05314,2.99382,2917.6
25,0.97237,0.94058,0.01816,0.00929,0.05928,2.99333,3038.2
26,0.97613,0.93552,0.01714,0.00844,0.07966,2.99105,3160.8
27,0.97737,0.95072,0.01371,0.00788,0.05031,2.99409,3282.1
28,0.97813,0.96274,0.01128,0.00701,0.06788,2.99262,3403.0
29,0.97688,0.93932,0.01655,0.00758,0.05148,2.99398,3524.5
30,0.979,0.96274,0.01126,0.00828,0.06295,2.99308,3646.0
31,0.979,0.96437,0.01024,0.0091,0.05325,2.99389,3766.6
32,0.97913,0.96034,0.01135,0.00777,0.03325,2.99506,3887.8
33,0.97975,0.96839,0.00936,0.00742,0.0382,2.99481,4007.9
34,0.97925,0.95449,0.01254,0.00648,0.03952,2.99476,4133.4
35,0.97988,0.95322,0.01228,0.00553,0.02949,2.9952,4257.3
36,0.97962,0.95702,0.01144,0.00747,0.04469,2.99445,4378.2
37,0.981,0.96081,0.00948,0.00661,0.03217,2.99508,4498.9
38,0.98175,0.96081,0.0104,0.00683,0.04332,2.99455,4619.8
39,0.981,0.95192,0.01306,0.00627,0.05041,2.99415,4740.7
40,0.97937,0.95312,0.0143,0.005,0.05285,2.99393,4861.5
41,0.98175,0.96713,0.00882,0.00608,0.0316,2.99513,4983.6
42,0.98213,0.96995,0.00882,0.00571,0.03166,2.99512,5104.7
43,0.98313,0.9646,0.00976,0.006,0.03539,2.99496,5225.0
44,0.9825,0.96995,0.00793,0.00531,0.03082,2.99516,5349.8
45,0.98237,0.96806,0.00894,0.00623,0.04149,2.99467,5478.5
46,0.98313,0.95702,0.01154,0.00554,0.02712,2.9953,5612.0
47,0.98375,0.97092,0.00723,0.00544,0.02056,2.99549,5741.3
48,0.98313,0.96875,0.00789,0.00495,0.04467,2.99453,5874.1
49,0.98237,0.96334,0.0102,0.00546,0.03788,2.99486,6004.1
50,0.98425,0.96966,0.00888,0.00536,0.03937,2.99479,6133.5
