round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.50262,0.0,0.40727,0.17367,nan,2.99554,113.7
2,0.74062,0.40078,0.20136,0.08005,nan,2.99555,240.2
3,0.80037,0.29332,0.22519,0.0457,nan,2.99558,353.8
4,0.85313,0.45864,0.14718,0.03891,nan,2.99545,467.7
5,0.91125,0.80171,0.05598,0.02998,nan,2.99544,582.6
6,0.92388,0.83292,0.04631,0.0239,nan,2.9955,698.3
7,0.92025,0.76867,0.06414,0.02394,nan,2.99557,812.4
8,0.93463,0.87339,0.03901,0.02207,nan,2.99554,926.7
9,0.93237,0.86951,0.0448,0.02034,nan,2.99554,1040.2
10,0.94688,0.91085,0.02773,0.01825,nan,2.99557,1157.0
11,0.9515,0.90998,0.02679,0.01759,nan,2.99554,1273.2
12,0.94975,0.87591,0.03713,0.01527,nan,2.99549,1387.3
13,0.95562,0.91119,0.02393,0.01581,nan,2.99551,1502.6
14,0.95513,0.90143,0.03169,0.01422,nan,2.99544,1624.8
15,0.9615,0.91708,0.02283,0.01428,nan,2.99559,1742.9
16,0.96175,0.90389,0.0242,0.01232,nan,2.99562,1861.4
17,0.96113,0.93674,0.02276,0.01031,nan,2.9956,1976.7
18,0.96488,0.93917,0.01813,0.01272,nan,2.99539,2095.2
19,0.96525,0.92574,0.01971,0.01057,nan,2.9955,2210.1
20,0.96213,0.93431,0.02204,0.011,nan,2.99555,2326.3
21,0.96788,0.94282,0.01461,0.01029,nan,2.99556,2442.2
22,0.969,0.92822,0.01824,0.01043,nan,2.99544,2556.9
23,0.969,0.93187,0.01775,0.01141,nan,2.99555,2673.1
24,0.97137,0.94059,0.01637,0.01113,nan,2.99556,2788.5
25,0.968,0.93187,0.01899,0.00902,nan,2.99559,2906.3
26,0.9695,0.92092,0.01945,0.00915,nan,2.99554,3023.7
27,0.97125,0.93309,0.01734,0.00796,nan,2.9955,3139.5
28,0.97125,0.93796,0.0166,0.0086,nan,2.99559,3254.7
29,0.97337,0.94282,0.01445,0.00919,nan,2.99559,3369.1
30,0.97325,0.94039,0.01804,0.00836,nan,2.99555,3484.5
31,0.97588,0.94926,0.01416,0.00811,nan,2.99552,3599.8
32,0.97525,0.93796,0.0158,0.00722,nan,2.99548,3714.2
33,0.97713,0.9559,0.01283,0.00835,nan,2.99551,3831.4
34,0.97737,0.95742,0.01241,0.00782,nan,2.99553,3946.0
35,0.97925,0.96107,0.01078,0.00772,nan,2.99546,4062.1
36,0.97675,0.9562,0.0115,0.00702,nan,2.99559,4176.7
37,0.979,0.95499,0.01072,0.00759,nan,2.99547,4293.4
38,0.97875,0.96472,0.01024,0.00661,nan,2.99545,4408.4
39,0.97888,0.94526,0.0133,0.00696,nan,2.9955,4524.0
40,0.9795,0.96287,0.00914,0.00576,nan,2.9956,4638.8
41,0.9805,0.96594,0.00939,0.00688,nan,2.99551,4757.1
42,0.97975,0.9562,0.01009,0.00688,nan,2.99554,4872.6
43,0.98125,0.96658,0.00797,0.00699,nan,2.99555,4986.9
44,0.98125,0.96628,0.00861,0.0066,nan,2.99557,5101.5
45,0.97937,0.95864,0.01059,0.00515,nan,2.99554,5214.9
46,0.98125,0.95377,0.01147,0.00648,nan,2.9955,5330.6
47,0.97837,0.95377,0.01352,0.00663,nan,2.99555,5444.2
48,0.98088,0.9635,0.01032,0.00508,nan,2.99552,5558.8
49,0.983,0.96837,0.0086,0.00617,nan,2.99539,5676.5
50,0.98213,0.96959,0.00705,0.00599,nan,2.99554,5790.4
