round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.3545,0.0,0.36911,0.16884,nan,2.77237,91.1
2,0.7095,0.0,0.32402,0.06586,nan,2.77235,183.8
3,0.76538,0.1525,0.28558,0.04307,nan,2.77243,275.4
4,0.87838,0.61469,0.11218,0.03733,nan,2.77245,367.8
5,0.92125,0.75773,0.06253,0.03163,nan,2.77241,460.2
6,0.88338,0.4325,0.16536,0.02216,nan,2.7724,552.5
7,0.93,0.76546,0.06262,0.02495,nan,2.77242,645.7
8,0.92112,0.71521,0.08554,0.02149,nan,2.77234,739.0
9,0.92412,0.66,0.09589,0.01516,nan,2.77233,830.7
10,0.9445,0.75875,0.06529,0.01326,nan,2.77242,922.3
11,0.952,0.855,0.04134,0.01567,nan,2.77234,1014.1
12,0.959,0.91625,0.02722,0.01958,nan,2.77238,1106.9
13,0.96088,0.90464,0.02588,0.01448,nan,2.77242,1198.3
14,0.955,0.84852,0.04231,0.01259,nan,2.77233,1289.7
15,0.96288,0.90593,0.02498,0.01588,nan,2.77249,1381.6
16,0.96675,0.92912,0.01759,0.01339,nan,2.77239,1473.3
17,0.9625,0.91626,0.02436,0.01262,nan,2.77234,1568.2
18,0.96462,0.90077,0.02664,0.01037,nan,2.77247,1661.8
19,0.96913,0.94375,0.01556,0.01074,nan,2.77244,1753.2
20,0.96713,0.9433,0.01816,0.01083,nan,2.7723,1846.1
21,0.96925,0.89778,0.02504,0.00984,nan,2.77239,1937.6
22,0.9735,0.935,0.01816,0.0093,nan,2.77234,2028.9
23,0.97,0.93,0.0226,0.00962,nan,2.77236,2120.6
24,0.97075,0.92625,0.02155,0.00926,nan,2.77243,2214.7
25,0.97325,0.9275,0.02057,0.00796,nan,2.77232,2305.8
26,0.97188,0.94335,0.01726,0.00851,nan,2.77236,2396.4
27,0.975,0.94845,0.01506,0.00797,nan,2.77237,2490.7
28,0.974,0.94089,0.01617,0.00723,nan,2.77239,2581.7
29,0.97337,0.93686,0.01952,0.00888,nan,2.77247,2674.1
30,0.97425,0.94201,0.01533,0.00792,nan,2.77244,2766.9
31,0.9795,0.9525,0.0126,0.00856,nan,2.77242,2867.2
32,0.97788,0.93875,0.01684,0.00616,nan,2.77239,2959.1
33,0.97725,0.935,0.01737,0.00724,nan,2.77238,3050.0
34,0.97913,0.94875,0.01426,0.00789,nan,2.77243,3141.7
35,0.97825,0.965,0.01085,0.00783,nan,2.77241,3232.3
36,0.97825,0.96182,0.01089,0.00731,nan,2.77241,3324.3
37,0.97925,0.955,0.01308,0.00629,nan,2.77244,3422.3
38,0.97825,0.95813,0.01026,0.00595,nan,2.77246,3514.2
39,0.97888,0.95625,0.01148,0.00627,nan,2.77245,3605.4
40,0.97988,0.95361,0.01342,0.00646,nan,2.77238,3696.7
41,0.98013,0.96125,0.01191,0.0057,nan,2.7724,3788.2
42,0.98013,0.96625,0.01014,0.00623,nan,2.77239,3879.1
43,0.97962,0.9575,0.01132,0.00613,nan,2.77236,3973.0
44,0.98175,0.94875,0.01337,0.00649,nan,2.77236,4064.8
45,0.98313,0.95625,0.01095,0.00528,nan,2.77238,4155.8
46,0.982,0.9625,0.0103,0.00519,nan,2.77231,4249.6
47,0.981,0.9425,0.01392,0.00419,nan,2.77241,4341.8
48,0.983,0.96,0.01123,0.00581,nan,2.77237,4433.0
49,0.98337,0.96625,0.00909,0.00583,nan,2.77238,4524.8
50,0.98275,0.97,0.00814,0.00447,nan,2.7724,4616.9
