round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.45725,0.0,0.41069,0.19477,0.05655,2.97609,122.2
2,0.70788,0.26683,0.27397,0.0679,0.07418,2.97013,246.7
3,0.8625,0.68029,0.10866,0.05565,0.08482,2.96941,373.6
4,0.90425,0.71995,0.08115,0.03673,0.10128,2.96437,498.7
5,0.89612,0.60216,0.12419,0.03194,0.11772,2.96606,620.8
6,0.93375,0.82048,0.05441,0.02825,0.13254,2.96129,743.0
7,0.94512,0.88116,0.0378,0.02147,0.10982,2.97911,865.4
8,0.9425,0.84324,0.0411,0.01706,0.11381,2.98004,988.1
9,0.95362,0.89128,0.03364,0.01933,0.09452,2.98616,1111.1
10,0.95913,0.92668,0.0238,0.01839,0.10039,2.98574,1236.6
11,0.95888,0.89303,0.03097,0.01717,0.07626,2.99048,1361.5
12,0.96325,0.91783,0.02312,0.01361,0.06424,2.99228,1484.0
13,0.96437,0.93844,0.01925,0.01235,0.11757,2.98211,1606.8
14,0.966,0.93489,0.01911,0.01411,0.10577,2.98569,1729.0
15,0.96613,0.90505,0.02507,0.01201,0.08301,2.9901,1851.4
16,0.96762,0.92752,0.02052,0.01365,0.07093,2.9918,1973.5
17,0.97025,0.93243,0.01834,0.01153,0.08597,2.98963,2097.8
18,0.96962,0.93932,0.0162,0.0125,0.08201,2.99051,2222.9
19,0.97313,0.93805,0.01597,0.01121,0.09381,2.9884,2346.3
20,0.97113,0.92288,0.02413,0.00933,0.08329,2.99052,2474.0
21,0.97475,0.95663,0.01322,0.00748,0.07641,2.99134,2620.4
22,0.97075,0.91656,0.02272,0.00977,0.03856,2.99475,2767.2
23,0.97513,0.95433,0.01388,0.0095,0.09478,2.989,2912.4
24,0.97537,0.94058,0.01717,0.00857,0.06243,2.99296,3059.6
25,0.97662,0.9507,0.01392,0.01061,0.0653,2.99264,3205.2
26,0.97662,0.94819,0.01342,0.00812,0.06616,2.99257,3351.4
27,0.97775,0.95946,0.01241,0.00854,0.07767,2.99134,3507.4
28,0.97837,0.95312,0.01192,0.00794,0.07861,2.9912,3663.8
29,0.98,0.96683,0.00932,0.00853,0.06242,2.99309,3819.9
30,0.97988,0.95433,0.01225,0.00678,0.05393,2.99378,3979.3
31,0.97975,0.96514,0.01028,0.00673,0.06598,2.99271,4135.2
32,0.978,0.95192,0.01337,0.00765,0.06518,2.99284,4294.5
33,0.97862,0.94351,0.01479,0.00592,0.05976,2.9933,4440.8
34,0.98013,0.95322,0.01158,0.00615,0.04627,2.99435,4587.0
35,0.98125,0.96839,0.00902,0.00737,0.06311,2.99302,4732.5
36,0.98013,0.94943,0.01403,0.00696,0.05159,2.994,4879.7
37,0.98137,0.96635,0.00933,0.00598,0.06339,2.99304,5025.7
38,0.98213,0.96514,0.00976,0.00584,0.04694,2.99433,5171.0
39,0.98037,0.95673,0.01378,0.00601,0.06434,2.99297,5316.1
40,0.981,0.96274,0.01096,0.00674,0.06813,2.99266,5462.1
41,0.981,0.97108,0.00817,0.00739,0.06732,2.99278,5607.6
42,0.98262,0.96514,0.00842,0.00516,0.03927,2.99477,5755.6
43,0.98237,0.96154,0.00999,0.00685,0.042,2.99462,5902.3
44,0.98237,0.96875,0.00811,0.0051,0.03892,2.99481,6048.3
45,0.98325,0.96755,0.0075,0.00588,0.04398,2.99452,6204.4
46,0.9835,0.96995,0.00819,0.00562,0.04208,2.99463,6392.9
47,0.98375,0.96755,0.00773,0.00516,0.04074,2.99469,6546.7
48,0.98313,0.96394,0.0114,0.00544,0.03938,2.99477,6691.7
49,0.98237,0.96988,0.00751,0.0053,0.05734,2.99366,6833.2
50,0.98275,0.96635,0.00942,0.00512,0.04847,2.99427,6975.6
