round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.09625,0.0,0.3,1.24631,nan,2.99564,9.7
2,0.1775,0.0,0.33072,1.03972,nan,2.99566,19.0
3,0.24,0.0,0.39476,0.99802,nan,2.99565,28.6
4,0.5,0.0,0.46305,0.76773,nan,2.99567,38.3
5,0.6875,0.0,0.38297,0.42359,nan,2.99564,48.1
6,0.9925,0.9375,0.0188,0.22578,nan,2.99564,57.7
7,0.99875,0.98734,0.0038,0.13156,nan,2.99564,67.4
8,0.99875,0.98734,0.0038,0.08288,nan,2.99562,76.7
9,1.0,1.0,0.0,0.05642,nan,2.99567,86.2
10,1.0,1.0,0.0,0.03762,nan,2.99563,95.6
11,1.0,1.0,0.0,0.02376,nan,2.99565,105.2
12,1.0,1.0,0.0,0.01499,nan,2.99565,115.0
13,1.0,1.0,0.0,0.01029,nan,2.99565,124.4
14,1.0,1.0,0.0,0.00799,nan,2.99565,133.7
15,1.0,1.0,0.0,0.00679,nan,2.99563,143.4
16,1.0,1.0,0.0,0.00453,nan,2.99564,153.1
17,1.0,1.0,0.0,0.00379,nan,2.99568,162.6
18,1.0,1.0,0.0,0.00367,nan,2.99561,172.3
19,1.0,1.0,0.0,0.00257,nan,2.99565,181.8
20,1.0,1.0,0.0,0.00237,nan,2.99564,191.3
21,1.0,1.0,0.0,0.00212,nan,2.99563,200.8
22,1.0,1.0,0.0,0.00187,nan,2.99564,210.5
23,1.0,1.0,0.0,0.0017,nan,2.9956,220.0
24,1.0,1.0,0.0,0.0016,nan,2.99564,229.5
25,1.0,1.0,0.0,0.00138,nan,2.99559,239.1
26,1.0,1.0,0.0,0.00137,nan,2.99565,248.5
27,1.0,1.0,0.0,0.00125,nan,2.99564,257.9
28,1.0,1.0,0.0,0.0011,nan,2.99562,267.5
29,1.0,1.0,0.0,0.00109,nan,2.99563,277.0
30,1.0,1.0,0.0,0.00107,nan,2.99568,286.3
31,1.0,1.0,0.0,0.00092,nan,2.99566,295.8
32,1.0,1.0,0.0,0.00095,nan,2.99565,305.4
33,1.0,1.0,0.0,0.0009,nan,2.99563,315.0
34,1.0,1.0,0.0,0.00088,nan,2.99563,324.6
35,1.0,1.0,0.0,0.00084,nan,2.99567,334.3
36,1.0,1.0,0.0,0.00074,nan,2.99561,343.8
37,1.0,1.0,0.0,0.00076,nan,2.99563,353.5
38,1.0,1.0,0.0,0.00072,nan,2.99564,363.2
39,1.0,1.0,0.0,0.00069,nan,2.99567,372.7
40,1.0,1.0,0.0,0.00065,nan,2.99564,382.2
41,1.0,1.0,0.0,0.00061,nan,2.99567,391.8
42,1.0,1.0,0.0,0.00061,nan,2.99564,401.4
43,1.0,1.0,0.0,0.00057,nan,2.99562,411.1
44,1.0,1.0,0.0,0.00057,nan,2.99561,420.6
45,1.0,1.0,0.0,0.00053,nan,2.99562,430.0
46,1.0,1.0,0.0,0.00054,nan,2.99566,439.4
47,1.0,1.0,0.0,0.0005,nan,2.99566,449.2
48,1.0,1.0,0.0,0.00049,nan,2.99564,458.7
49,1.0,1.0,0.0,0.0005,nan,2.99562,468.3
50,1.0,1.0,0.0,0.00045,nan,2.99567,477.8
