round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.51025,0.0,0.3812,0.67177,0.06882,4.55858,158.3
2,0.66838,0.20994,0.29422,0.34084,0.07329,4.57126,319.1
3,0.77825,0.23204,0.22176,0.21966,0.08015,4.57705,481.8
4,0.82688,0.48204,0.15208,0.15984,0.08715,4.57981,644.7
5,0.86375,0.68495,0.09691,0.12915,0.09686,4.57897,810.0
6,0.88913,0.71301,0.07995,0.10507,0.10488,4.58366,973.9
7,0.89625,0.73597,0.07054,0.09274,0.10884,4.58483,1137.5
8,0.90463,0.75893,0.06617,0.07908,0.08145,4.59602,1302.7
9,0.91387,0.78316,0.05953,0.07086,0.09035,4.59539,1472.6
10,0.92125,0.81888,0.04544,0.06922,0.09054,4.59558,1635.8
11,0.92612,0.86224,0.0389,0.05944,0.08822,4.59696,1815.6
12,0.93075,0.86862,0.03474,0.05405,0.08326,4.59841,1979.6
13,0.93375,0.87245,0.03612,0.04924,0.08364,4.59855,2144.5
14,0.9375,0.88776,0.03291,0.04972,0.07757,4.59982,2308.9
15,0.94025,0.89923,0.02869,0.04387,0.07195,4.60072,2473.2
16,0.9415,0.89541,0.02772,0.044,0.08551,4.59887,2638.7
17,0.94437,0.90561,0.02717,0.0444,0.06787,4.60145,2801.5
18,0.94612,0.90816,0.02433,0.04115,0.07289,4.60096,2965.5
19,0.94737,0.90944,0.02513,0.03884,0.06963,4.60142,3128.4
20,0.94763,0.91709,0.02316,0.03908,0.06878,4.60156,3292.4
21,0.94937,0.91327,0.02294,0.03291,0.06335,4.6022,3455.7
22,0.95137,0.91454,0.02287,0.03382,0.04708,4.60361,3623.7
23,0.95288,0.91769,0.02245,0.03201,0.05941,4.60258,3791.1
24,0.95375,0.92474,0.02052,0.03662,0.0467,4.60364,3955.1
25,0.9555,0.9273,0.01994,0.03343,0.05836,4.60276,4119.1
26,0.95737,0.9324,0.01904,0.02993,0.04766,4.60363,4282.6
27,0.95825,0.92219,0.02112,0.02837,0.05105,4.60339,4448.3
28,0.95937,0.92602,0.01919,0.03,0.05143,4.60338,4613.2
29,0.95975,0.92857,0.01881,0.02737,0.04543,4.60381,4776.6
30,0.96213,0.93243,0.01821,0.02612,0.04488,4.60386,4941.2
31,0.96113,0.93878,0.01707,0.02618,0.04358,4.60393,5106.3
32,0.963,0.93622,0.01757,0.02676,0.0358,4.60436,5274.3
33,0.96425,0.93495,0.01705,0.0261,0.0391,4.60418,5439.9
34,0.965,0.93878,0.01706,0.02534,0.02966,4.60463,5603.3
35,0.9655,0.93495,0.01701,0.02343,0.04488,4.60387,5769.2
36,0.966,0.93366,0.01739,0.02204,0.03302,4.60449,5933.1
37,0.96613,0.93857,0.01692,0.02289,0.03512,4.6044,6096.9
38,0.96725,0.94133,0.01526,0.02361,0.03494,4.60442,6263.0
39,0.96737,0.9426,0.01495,0.02221,0.03271,4.60451,6426.7
40,0.96825,0.94472,0.01537,0.02098,0.03569,4.60439,6590.0
41,0.96888,0.9484,0.01356,0.02347,0.0406,4.60415,6753.3
42,0.9695,0.94963,0.01229,0.02223,0.0336,4.60448,6917.6
43,0.96875,0.94781,0.01324,0.02104,0.02878,4.60467,7083.4
44,0.96988,0.9484,0.01339,0.02074,0.02618,4.60476,7249.1
45,0.96988,0.95086,0.01267,0.01856,0.03151,4.60457,7412.2
46,0.97062,0.95455,0.01128,0.02062,0.02937,4.60465,7585.2
47,0.97113,0.95455,0.01154,0.02012,0.031,4.60459,7749.4
48,0.97125,0.95492,0.01172,0.02091,0.03433,4.60445,7913.7
49,0.97113,0.95209,0.01129,0.01856,0.0327,4.60453,8079.3
50,0.97175,0.95209,0.01184,0.0195,0.02655,4.60475,8243.2
