round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.31038,0.0,0.40208,0.19429,nan,2.89011,111.5
2,0.69988,0.0,0.2969,0.07386,nan,2.89014,222.5
3,0.77987,0.14956,0.26324,0.04786,nan,2.89011,333.5
4,0.85837,0.52553,0.13993,0.04281,nan,2.89005,445.2
5,0.91463,0.76806,0.0721,0.0275,nan,2.89008,557.4
6,0.90775,0.7061,0.08208,0.02173,nan,2.89011,669.1
7,0.937,0.82095,0.05364,0.02258,nan,2.89018,780.2
8,0.94788,0.90241,0.03002,0.02078,nan,2.89013,894.0
9,0.95263,0.86185,0.03517,0.02047,nan,2.89022,1008.4
10,0.9535,0.8834,0.03667,0.01402,nan,2.89006,1120.9
11,0.96225,0.91474,0.02303,0.01611,nan,2.89014,1232.4
12,0.96137,0.91352,0.0246,0.01119,nan,2.89011,1342.5
13,0.96037,0.87291,0.03189,0.01443,nan,2.89022,1454.1
14,0.95937,0.90368,0.02864,0.0142,nan,2.89022,1565.6
15,0.96475,0.89354,0.02875,0.01105,nan,2.89026,1677.0
16,0.96737,0.92205,0.02282,0.01091,nan,2.89015,1791.5
17,0.96862,0.91255,0.02285,0.01112,nan,2.89006,1904.2
18,0.97237,0.94588,0.01492,0.01113,nan,2.89013,2015.2
19,0.96962,0.91717,0.02141,0.01005,nan,2.89008,2126.6
20,0.9715,0.94762,0.01315,0.01031,nan,2.89016,2239.0
21,0.97,0.91717,0.02064,0.00873,nan,2.89014,2350.5
22,0.97062,0.94762,0.01519,0.00866,nan,2.89008,2461.7
23,0.97337,0.93409,0.01795,0.00897,nan,2.89018,2573.1
24,0.9735,0.94352,0.01792,0.00886,nan,2.89015,2688.7
25,0.97125,0.91271,0.02173,0.00834,nan,2.89018,2800.9
26,0.97525,0.94608,0.01513,0.00828,nan,2.89007,2913.0
27,0.9755,0.95203,0.015,0.00874,nan,2.89023,3025.6
28,0.97675,0.94994,0.01467,0.00726,nan,2.89017,3137.8
29,0.97737,0.95564,0.01114,0.00807,nan,2.89011,3249.7
30,0.97837,0.95326,0.01405,0.00791,nan,2.89013,3370.8
31,0.9785,0.95635,0.01126,0.00861,nan,2.89019,3485.8
32,0.97813,0.95941,0.01068,0.00639,nan,2.89014,3601.3
33,0.98025,0.96433,0.00975,0.00658,nan,2.89018,3713.1
34,0.97875,0.95564,0.01357,0.00548,nan,2.8901,3824.9
35,0.98013,0.96433,0.01022,0.00697,nan,2.89018,3936.8
36,0.979,0.94737,0.01331,0.00618,nan,2.89017,4047.8
37,0.97962,0.9525,0.01337,0.00808,nan,2.89015,4160.3
38,0.981,0.9448,0.01435,0.00657,nan,2.89012,4272.8
39,0.9815,0.95507,0.01123,0.00614,nan,2.89012,4384.3
40,0.98325,0.96958,0.00774,0.00594,nan,2.89004,4500.8
41,0.98162,0.96021,0.01059,0.00571,nan,2.89015,4618.4
42,0.98313,0.96679,0.01057,0.005,nan,2.89015,4730.8
43,0.98237,0.96556,0.00987,0.00538,nan,2.8901,4843.6
44,0.98013,0.95695,0.01454,0.00555,nan,2.89006,4955.7
45,0.98175,0.95695,0.01299,0.00615,nan,2.89008,5068.9
46,0.98337,0.96556,0.00976,0.00587,nan,2.89006,5182.6
47,0.98175,0.96556,0.00859,0.00513,nan,2.89027,5293.3
48,0.98325,0.96064,0.01129,0.00473,nan,2.8901,5407.9
49,0.98425,0.96925,0.0082,0.0049,nan,2.8902,5520.6
50,0.98375,0.97047,0.00973,0.00518,nan,2.89024,5632.2
