round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.471,0.0,0.40279,0.17559,nan,2.99573,128.1
2,0.68837,0.00388,0.2879,0.07846,nan,2.99573,256.1
3,0.8065,0.34307,0.19656,0.04888,nan,2.99573,381.9
4,0.86125,0.67445,0.11789,0.0348,nan,2.99573,511.0
5,0.88987,0.73902,0.0825,0.03073,nan,2.99573,634.9
6,0.9005,0.76394,0.08179,0.0237,nan,2.99573,758.8
7,0.90963,0.78553,0.07403,0.02275,nan,2.99573,887.8
8,0.93625,0.85401,0.04003,0.02011,nan,2.99573,1010.3
9,0.93825,0.85142,0.04024,0.01892,nan,2.99573,1132.2
10,0.94325,0.8708,0.03563,0.01782,nan,2.99573,1254.3
11,0.94563,0.83698,0.04252,0.01844,nan,2.99573,1379.5
12,0.94412,0.8309,0.04585,0.01686,nan,2.99573,1507.1
13,0.95225,0.89416,0.03403,0.01329,nan,2.99573,1629.6
14,0.95813,0.91727,0.02411,0.01542,nan,2.99573,1754.1
15,0.95713,0.91119,0.02327,0.01204,nan,2.99573,1877.6
16,0.958,0.90268,0.02554,0.01312,nan,2.99573,1999.9
17,0.96337,0.92946,0.01999,0.01291,nan,2.99573,2122.8
18,0.96062,0.88808,0.02784,0.01302,nan,2.99573,2246.1
19,0.96137,0.90511,0.02535,0.01141,nan,2.99573,2371.1
20,0.96637,0.93385,0.01952,0.01072,nan,2.99573,2493.1
21,0.96525,0.93796,0.01982,0.01117,nan,2.99573,2615.4
22,0.96375,0.90876,0.02595,0.01068,nan,2.99573,2738.2
23,0.96788,0.92579,0.01929,0.01104,nan,2.99573,2863.1
24,0.97088,0.94526,0.01442,0.01037,nan,2.99573,2985.6
25,0.97262,0.95256,0.01335,0.00982,nan,2.99573,3108.7
26,0.9675,0.91606,0.02268,0.0088,nan,2.99573,3236.2
27,0.972,0.93187,0.01751,0.00938,nan,2.99573,3359.9
28,0.97113,0.93256,0.0181,0.00844,nan,2.99573,3483.2
29,0.97275,0.93431,0.01668,0.0087,nan,2.99573,3606.9
30,0.97325,0.94647,0.01342,0.00813,nan,2.99573,3730.5
31,0.97388,0.93187,0.01635,0.00942,nan,2.99573,3860.0
32,0.97513,0.95499,0.01052,0.00849,nan,2.99573,4006.1
33,0.97488,0.94161,0.01525,0.00836,nan,2.99573,4154.9
34,0.976,0.9559,0.01213,0.00766,nan,2.99573,4300.9
35,0.978,0.95012,0.01249,0.0075,nan,2.99573,4444.3
36,0.97788,0.9562,0.01269,0.00804,nan,2.99573,4578.7
37,0.979,0.95742,0.0121,0.00764,nan,2.99573,4715.1
38,0.9795,0.95012,0.01141,0.00744,nan,2.99573,4858.9
39,0.97913,0.95012,0.0127,0.00652,nan,2.99573,5007.0
40,0.97875,0.95864,0.01139,0.00682,nan,2.99573,5152.7
41,0.9785,0.94554,0.01536,0.00696,nan,2.99573,5298.0
42,0.98125,0.96906,0.00812,0.00612,nan,2.99573,5443.9
43,0.9795,0.95864,0.01022,0.00583,nan,2.99573,5590.1
44,0.98062,0.96163,0.00931,0.00562,nan,2.99573,5731.8
45,0.9805,0.96239,0.01192,0.00537,nan,2.99573,5867.9
46,0.98088,0.96715,0.00922,0.00617,nan,2.99573,6004.5
47,0.98113,0.96498,0.00922,0.00514,nan,2.99573,6140.7
48,0.98113,0.96411,0.00792,0.00569,nan,2.99573,6276.4
49,0.98062,0.96107,0.0112,0.0059,nan,2.99573,6412.4
50,0.98237,0.96782,0.00924,0.00539,nan,2.99573,6548.4
