round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.39863,0.0,0.395,0.64975,0.06654,4.56366,166.1
2,0.70525,0.25893,0.24015,0.33368,0.07321,4.57336,331.8
3,0.82363,0.59807,0.12675,0.21313,0.07756,4.57965,499.3
4,0.8625,0.69515,0.08458,0.16394,0.07995,4.583,664.6
5,0.869,0.58291,0.10665,0.1325,0.09456,4.58261,829.7
6,0.88013,0.63648,0.09666,0.10573,0.10788,4.57981,1001.5
7,0.90238,0.79847,0.05768,0.08846,0.10601,4.58691,1165.9
8,0.907,0.81378,0.05508,0.07226,0.08849,4.59402,1331.6
9,0.91338,0.84311,0.04733,0.07094,0.08483,4.59641,1497.8
10,0.91925,0.83546,0.04613,0.06578,0.09264,4.59538,1661.4
11,0.92363,0.80102,0.05035,0.05807,0.09633,4.59469,1824.7
12,0.92937,0.85459,0.0405,0.05856,0.09009,4.59684,1987.7
13,0.93525,0.87372,0.03489,0.05343,0.0788,4.59932,2151.1
14,0.93575,0.87245,0.03359,0.05119,0.08072,4.59938,2316.3
15,0.93988,0.88903,0.03016,0.04598,0.07919,4.59982,2480.3
16,0.94363,0.90816,0.02426,0.04664,0.08172,4.59939,2645.8
17,0.9445,0.89413,0.02962,0.04095,0.08247,4.59945,2808.9
18,0.94612,0.90051,0.02649,0.04079,0.06122,4.60234,2972.1
19,0.94675,0.90944,0.02617,0.03394,0.06591,4.60185,3137.3
20,0.949,0.90179,0.02607,0.03798,0.05778,4.60272,3305.6
21,0.95,0.91454,0.02246,0.03579,0.05851,4.60267,3468.4
22,0.95175,0.91199,0.02258,0.03366,0.05812,4.60274,3634.8
23,0.95263,0.91964,0.02205,0.03493,0.05216,4.60326,3800.4
24,0.95413,0.92474,0.02007,0.032,0.05775,4.60282,3964.1
25,0.95525,0.92857,0.01916,0.03293,0.05179,4.60332,4129.8
26,0.95625,0.93495,0.01786,0.02951,0.05973,4.60269,4292.9
27,0.956,0.91964,0.02176,0.02904,0.04075,4.60407,4456.3
28,0.95788,0.93495,0.01891,0.03021,0.04288,4.60396,4619.8
29,0.95913,0.9273,0.02015,0.02723,0.03736,4.60426,4782.7
30,0.96,0.93112,0.01837,0.02737,0.04652,4.60373,4947.2
31,0.96225,0.93495,0.01893,0.02644,0.03506,4.60439,5111.2
32,0.96225,0.94005,0.01658,0.02531,0.0364,4.60432,5277.4
33,0.964,0.93622,0.01767,0.02573,0.04115,4.60408,5439.7
34,0.96475,0.94103,0.01769,0.02236,0.03799,4.60425,5603.0
35,0.96525,0.94005,0.01547,0.02459,0.03304,4.60448,5766.1
36,0.965,0.94005,0.01725,0.02351,0.03986,4.60416,5932.2
37,0.96637,0.94388,0.01509,0.02335,0.03417,4.60444,6095.4
38,0.9665,0.94595,0.01533,0.02204,0.03447,4.60442,6258.0
39,0.968,0.94515,0.01496,0.02171,0.03269,4.6045,6420.2
40,0.96825,0.94643,0.01434,0.02262,0.03598,4.60437,6582.6
41,0.96875,0.95255,0.01439,0.02048,0.03456,4.60443,6747.4
42,0.9685,0.94515,0.01525,0.02063,0.0304,4.6046,6911.0
43,0.96988,0.95026,0.01385,0.02015,0.02935,4.60465,7074.6
44,0.96925,0.9477,0.01291,0.02203,0.03145,4.60457,7238.9
45,0.96988,0.94388,0.01462,0.02059,0.02702,4.60473,7404.7
46,0.97025,0.94515,0.01356,0.01984,0.0254,4.60478,7567.6
47,0.97075,0.95332,0.01214,0.01944,0.02863,4.60468,7732.5
48,0.971,0.95136,0.01192,0.01976,0.02866,4.60468,7895.3
49,0.9705,0.95026,0.01356,0.02061,0.02479,4.60481,8057.9
50,0.97162,0.95255,0.0116,0.01984,0.02316,4.60485,8220.4
