round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.31462,0.0,0.31919,0.178,nan,2.99563,123.8
2,0.65,0.20681,0.29056,0.07423,nan,2.99554,248.2
3,0.80663,0.37176,0.19203,0.0487,nan,2.99558,375.8
4,0.89412,0.77306,0.06891,0.03691,nan,2.99553,500.9
5,0.87213,0.47549,0.15266,0.03144,nan,2.99551,625.8
6,0.9425,0.88603,0.03376,0.02582,nan,2.99552,750.0
7,0.93937,0.8329,0.05068,0.02444,nan,2.99561,873.0
8,0.94688,0.82383,0.04635,0.019,nan,2.99553,997.4
9,0.95375,0.89442,0.02697,0.01681,nan,2.99554,1121.6
10,0.96037,0.92617,0.02038,0.01801,nan,2.99542,1247.6
11,0.95725,0.91192,0.02556,0.01299,nan,2.99553,1372.4
12,0.95837,0.89378,0.02785,0.01454,nan,2.99554,1497.8
13,0.96562,0.93005,0.01718,0.01448,nan,2.99553,1622.2
14,0.9645,0.90933,0.02335,0.01283,nan,2.99547,1746.0
15,0.96713,0.93873,0.01775,0.01173,nan,2.99556,1871.2
16,0.96825,0.93782,0.01623,0.01052,nan,2.99541,1995.3
17,0.9695,0.9414,0.01612,0.01059,nan,2.99559,2122.0
18,0.97113,0.95137,0.01201,0.01222,nan,2.99551,2246.1
19,0.97225,0.95337,0.0121,0.01118,nan,2.99552,2369.6
20,0.97337,0.94608,0.01287,0.01007,nan,2.99558,2494.5
21,0.97425,0.96201,0.01032,0.00971,nan,2.9956,2619.2
22,0.97388,0.95221,0.01298,0.00904,nan,2.99554,2743.6
23,0.97362,0.95146,0.01531,0.00996,nan,2.99555,2868.6
24,0.97513,0.95466,0.013,0.00979,nan,2.99563,2993.9
25,0.9765,0.96259,0.01107,0.00957,nan,2.99551,3118.4
26,0.975,0.94118,0.01494,0.00778,nan,2.99559,3242.5
27,0.977,0.94975,0.01308,0.00816,nan,2.99557,3367.9
28,0.97788,0.96446,0.00885,0.00812,nan,2.99555,3492.6
29,0.97775,0.95956,0.01026,0.00745,nan,2.99553,3616.4
30,0.97913,0.96373,0.00794,0.00723,nan,2.9956,3742.9
31,0.9795,0.96324,0.00822,0.00757,nan,2.99551,3867.8
32,0.9795,0.96446,0.00827,0.00677,nan,2.99547,3995.5
33,0.98,0.97059,0.00645,0.00696,nan,2.99554,4119.3
34,0.98,0.95725,0.01096,0.00661,nan,2.99552,4243.1
35,0.97788,0.96238,0.01006,0.00702,nan,2.99557,4367.1
36,0.98,0.96936,0.0076,0.00647,nan,2.99546,4490.9
37,0.97962,0.96446,0.0091,0.00554,nan,2.99549,4615.1
38,0.979,0.96078,0.0094,0.00572,nan,2.99554,4738.0
39,0.98013,0.95466,0.01247,0.0051,nan,2.99548,4863.1
40,0.98088,0.96691,0.0095,0.00693,nan,2.9956,4986.3
41,0.97988,0.94608,0.01395,0.00502,nan,2.9955,5109.8
42,0.98162,0.97181,0.00642,0.00603,nan,2.99558,5233.3
43,0.9805,0.96691,0.00827,0.00607,nan,2.9956,5358.1
44,0.98262,0.96632,0.00852,0.00569,nan,2.99558,5483.2
45,0.98225,0.97181,0.00601,0.00596,nan,2.99556,5607.1
46,0.98225,0.96569,0.00775,0.00624,nan,2.99553,5735.6
47,0.98262,0.97021,0.00635,0.00487,nan,2.99552,5860.4
48,0.98337,0.96324,0.00895,0.0052,nan,2.99558,5984.5
49,0.98425,0.97304,0.0071,0.00541,nan,2.99555,6109.1
50,0.98375,0.96814,0.0081,0.00587,nan,2.99561,6232.2
