round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.41175,0.00379,0.39587,0.31607,0.07761,3.64331,144.5
2,0.75575,0.3229,0.21026,0.14388,0.07332,3.66125,295.4
3,0.86038,0.75,0.08723,0.08072,0.08384,3.66125,466.8
4,0.893,0.76166,0.07595,0.06912,0.07602,3.67384,611.2
5,0.89775,0.7682,0.07732,0.04947,0.09584,3.66793,757.1
6,0.90825,0.75907,0.06545,0.04207,0.10947,3.66785,904.4
7,0.92,0.82107,0.0512,0.04378,0.08578,3.67888,1049.1
8,0.93488,0.87379,0.03716,0.03427,0.10776,3.67381,1195.6
9,0.94125,0.8725,0.0393,0.03443,0.10408,3.6764,1340.5
10,0.94375,0.89378,0.0293,0.0304,0.09704,3.67855,1486.3
11,0.949,0.90544,0.02529,0.0271,0.08946,3.68087,1632.3
12,0.9525,0.90933,0.02608,0.02826,0.07863,3.68304,1784.7
13,0.955,0.92,0.02341,0.02298,0.093,3.68098,1929.6
14,0.956,0.91839,0.02116,0.02586,0.06992,3.68492,2073.9
15,0.95788,0.92875,0.02133,0.02119,0.07469,3.68421,2218.7
16,0.95875,0.93523,0.01865,0.01993,0.07005,3.68488,2366.5
17,0.9615,0.9325,0.01819,0.02012,0.07986,3.68372,2511.4
18,0.963,0.9375,0.01797,0.02178,0.06706,3.68543,2657.8
19,0.96313,0.93782,0.01844,0.01843,0.05362,3.68679,2801.7
20,0.96613,0.93653,0.01812,0.01767,0.0589,3.68638,2946.0
21,0.96488,0.93301,0.01849,0.01704,0.05713,3.68655,3092.5
22,0.9655,0.93541,0.01778,0.01804,0.05579,3.68674,3236.9
23,0.96875,0.94819,0.0144,0.01681,0.06766,3.68562,3382.0
24,0.96962,0.94171,0.01661,0.01547,0.0636,3.68608,3530.7
25,0.96975,0.95685,0.01369,0.01495,0.05188,3.68705,3676.2
26,0.96975,0.94416,0.01449,0.01556,0.04875,3.68726,3820.9
27,0.9705,0.94617,0.01415,0.01445,0.05673,3.68671,3966.3
28,0.97162,0.9375,0.01749,0.01333,0.05021,3.68723,4112.2
29,0.972,0.95051,0.01384,0.01438,0.05987,3.68646,4257.7
30,0.9725,0.9443,0.01471,0.01324,0.04524,3.68756,4404.3
31,0.97213,0.95335,0.0132,0.01294,0.04245,3.68771,4548.1
32,0.9745,0.9575,0.00998,0.01327,0.037,3.68801,4692.4
33,0.97475,0.95812,0.01204,0.01318,0.04505,3.68758,4837.2
34,0.97462,0.95725,0.01207,0.0108,0.03726,3.68801,4982.5
35,0.97713,0.95625,0.01078,0.01152,0.04876,3.68734,5127.7
36,0.9765,0.95984,0.01094,0.01139,0.05118,3.68719,5272.8
37,0.97688,0.96244,0.01095,0.01171,0.04567,3.68755,5420.3
38,0.97562,0.96053,0.01067,0.01243,0.0473,3.68746,5567.5
39,0.97637,0.96,0.01144,0.01197,0.03446,3.68816,5714.1
40,0.97737,0.95375,0.01126,0.01063,0.03895,3.68793,5861.6
41,0.97888,0.96172,0.00993,0.01192,0.05181,3.68717,6019.0
42,0.979,0.95625,0.01058,0.00983,0.04929,3.68734,6164.7
43,0.97888,0.96632,0.00888,0.01127,0.03775,3.688,6312.2
44,0.9785,0.96125,0.01067,0.01023,0.03192,3.68827,6457.7
45,0.97988,0.965,0.00839,0.01029,0.03561,3.6881,6602.8
46,0.97913,0.96373,0.01057,0.00994,0.02652,3.68845,6748.1
47,0.98,0.96292,0.01141,0.01034,0.03403,3.68819,6893.8
48,0.979,0.95933,0.01129,0.00868,0.03011,3.68834,7038.3
49,0.98075,0.96125,0.01031,0.01041,0.02975,3.68836,7186.3
50,0.98137,0.97,0.00838,0.00935,0.0373,3.68804,7332.0
