round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.115,0.0,0.3,1.21613,nan,2.99555,7.6
2,0.09625,0.0,0.3,1.04622,nan,2.99555,15.3
3,0.22,0.0,0.39616,0.95793,nan,2.99562,22.9
4,0.5675,0.0,0.38044,0.69837,nan,2.99566,30.7
5,0.88125,0.40506,0.21074,0.35485,nan,2.99558,38.4
6,0.99625,0.97468,0.00841,0.19599,nan,2.99565,46.1
7,0.9925,0.91304,0.02609,0.12715,nan,2.99561,53.7
8,1.0,1.0,0.0,0.07877,nan,2.99561,61.2
9,1.0,1.0,0.0,0.04799,nan,2.99565,68.7
10,1.0,1.0,0.0,0.03708,nan,2.99564,76.5
11,1.0,1.0,0.0,0.02416,nan,2.99564,84.4
12,1.0,1.0,0.0,0.01333,nan,2.99561,92.1
13,1.0,1.0,0.0,0.01218,nan,2.99563,99.7
14,1.0,1.0,0.0,0.00735,nan,2.99563,107.4
15,1.0,1.0,0.0,0.00488,nan,2.99566,115.0
16,1.0,1.0,0.0,0.00661,nan,2.99561,122.6
17,1.0,1.0,0.0,0.00449,nan,2.99564,130.3
18,1.0,1.0,0.0,0.00409,nan,2.99565,138.2
19,1.0,1.0,0.0,0.00319,nan,2.99561,145.9
20,1.0,1.0,0.0,0.0034,nan,2.99565,153.7
21,1.0,1.0,0.0,0.00212,nan,2.99565,161.5
22,1.0,1.0,0.0,0.00184,nan,2.99564,169.1
23,1.0,1.0,0.0,0.00174,nan,2.9956,176.9
24,1.0,1.0,0.0,0.00166,nan,2.99566,184.6
25,1.0,1.0,0.0,0.00138,nan,2.99563,192.4
26,1.0,1.0,0.0,0.00132,nan,2.9956,200.2
27,1.0,1.0,0.0,0.0012,nan,2.99564,208.1
28,1.0,1.0,0.0,0.0012,nan,2.9956,215.8
29,1.0,1.0,0.0,0.00107,nan,2.99555,223.8
30,1.0,1.0,0.0,0.00109,nan,2.99559,231.8
31,1.0,1.0,0.0,0.00103,nan,2.99565,239.6
32,1.0,1.0,0.0,0.00096,nan,2.99564,247.3
33,1.0,1.0,0.0,0.00087,nan,2.99561,255.1
34,1.0,1.0,0.0,0.00085,nan,2.99561,262.9
35,1.0,1.0,0.0,0.00081,nan,2.99562,271.0
36,1.0,1.0,0.0,0.00074,nan,2.99563,279.0
37,1.0,1.0,0.0,0.00076,nan,2.9956,286.7
38,1.0,1.0,0.0,0.00071,nan,2.99562,294.4
39,1.0,1.0,0.0,0.00065,nan,2.9956,302.1
40,1.0,1.0,0.0,0.00065,nan,2.99564,309.8
41,1.0,1.0,0.0,0.0006,nan,2.99561,317.8
42,1.0,1.0,0.0,0.00062,nan,2.99564,325.5
43,1.0,1.0,0.0,0.00056,nan,2.99564,333.5
44,1.0,1.0,0.0,0.00057,nan,2.9956,341.6
45,1.0,1.0,0.0,0.00052,nan,2.99564,349.5
46,1.0,1.0,0.0,0.0005,nan,2.99562,357.2
47,1.0,1.0,0.0,0.00049,nan,2.99563,365.0
48,1.0,1.0,0.0,0.00049,nan,2.99566,372.7
49,1.0,1.0,0.0,0.00044,nan,2.99561,380.6
50,1.0,1.0,0.0,0.00046,nan,2.99563,388.5
