round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.35025,0.0,0.30182,0.15867,nan,2.99554,125.8
2,0.68275,0.07721,0.2975,0.07868,nan,2.99558,253.1
3,0.83275,0.5272,0.1582,0.0528,nan,2.99559,379.4
4,0.86087,0.42487,0.1632,0.03475,nan,2.9956,505.4
5,0.906,0.74741,0.08007,0.03258,nan,2.99563,632.2
6,0.92063,0.74755,0.07857,0.02108,nan,2.99555,761.6
7,0.93475,0.84845,0.04506,0.01967,nan,2.99565,887.9
8,0.94837,0.85751,0.04108,0.02273,nan,2.99558,1013.3
9,0.95375,0.89249,0.03143,0.01846,nan,2.99559,1138.5
10,0.94875,0.81618,0.05144,0.01597,nan,2.99557,1265.1
11,0.95525,0.87306,0.03409,0.01545,nan,2.99553,1391.6
12,0.95775,0.90803,0.02411,0.01432,nan,2.99551,1520.6
13,0.962,0.90544,0.02235,0.01281,nan,2.99554,1645.4
14,0.966,0.93653,0.017,0.01273,nan,2.99564,1770.1
15,0.96813,0.93873,0.01529,0.01321,nan,2.99555,1895.4
16,0.96525,0.92617,0.02202,0.01234,nan,2.99558,2020.0
17,0.96837,0.9277,0.01826,0.01096,nan,2.99559,2146.5
18,0.9685,0.92112,0.02217,0.01053,nan,2.99548,2272.4
19,0.97225,0.94819,0.01582,0.01029,nan,2.99567,2397.5
20,0.97262,0.9443,0.01442,0.01117,nan,2.99556,2524.5
21,0.97062,0.93912,0.01786,0.01046,nan,2.99558,2650.2
22,0.9735,0.9466,0.01269,0.01038,nan,2.99557,2775.7
23,0.97362,0.94975,0.01379,0.00921,nan,2.99545,2904.0
24,0.97488,0.95596,0.01252,0.00922,nan,2.99561,3031.2
25,0.9755,0.95761,0.01179,0.00753,nan,2.99545,3158.4
26,0.9755,0.94819,0.0143,0.00765,nan,2.99548,3283.8
27,0.97775,0.96632,0.00992,0.00754,nan,2.99551,3408.3
28,0.97875,0.96481,0.0101,0.00764,nan,2.99558,3532.6
29,0.97775,0.96201,0.00953,0.00755,nan,2.99555,3657.6
30,0.97962,0.96114,0.00953,0.00803,nan,2.99561,3783.7
31,0.978,0.94485,0.01355,0.00653,nan,2.99559,3908.5
32,0.9795,0.96762,0.0075,0.00744,nan,2.99554,4034.6
33,0.97925,0.95711,0.01066,0.00668,nan,2.99549,4160.3
34,0.98213,0.97059,0.0082,0.00675,nan,2.99549,4286.9
35,0.98088,0.96632,0.00842,0.00688,nan,2.99562,4411.8
36,0.98175,0.97021,0.00641,0.00577,nan,2.99559,4537.1
37,0.98137,0.96891,0.00891,0.00716,nan,2.9956,4662.9
38,0.98175,0.97257,0.00729,0.00573,nan,2.99542,4788.3
39,0.98262,0.9728,0.00743,0.00602,nan,2.99555,4916.4
40,0.98175,0.96691,0.00767,0.00618,nan,2.99558,5041.1
41,0.9825,0.96691,0.00759,0.00533,nan,2.99559,5165.9
42,0.98125,0.96569,0.01011,0.00637,nan,2.9956,5290.9
43,0.98225,0.96632,0.00989,0.00569,nan,2.9956,5415.4
44,0.98137,0.96446,0.00906,0.00607,nan,2.99561,5541.2
45,0.98188,0.96503,0.00993,0.00514,nan,2.99556,5668.3
46,0.9825,0.97132,0.00851,0.00539,nan,2.99565,5793.7
47,0.98337,0.97181,0.00843,0.00569,nan,2.99557,5920.2
48,0.98262,0.94975,0.01228,0.00543,nan,2.99553,6044.9
49,0.98388,0.97181,0.00811,0.00538,nan,2.99548,6170.3
50,0.98225,0.95711,0.01015,0.00502,nan,2.99554,6295.0
