round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.35525,0.0,0.36208,0.66627,0.05814,4.57112,158.3
2,0.632,0.04141,0.32805,0.35415,0.07549,4.56912,319.6
3,0.76575,0.27898,0.22576,0.20915,0.06835,4.58414,482.9
4,0.84175,0.61119,0.11123,0.15524,0.08406,4.58028,646.4
5,0.87062,0.71904,0.08152,0.12477,0.07821,4.58891,808.1
6,0.89238,0.8005,0.05981,0.10447,0.09475,4.58626,969.6
7,0.90187,0.79361,0.05876,0.08939,0.10441,4.58588,1164.1
8,0.91463,0.80692,0.0557,0.07852,0.08437,4.59504,1392.8
9,0.91838,0.78471,0.0616,0.07317,0.08959,4.59512,1612.4
10,0.92675,0.84076,0.0478,0.0653,0.0944,4.59478,1830.8
11,0.93188,0.86879,0.03919,0.05782,0.08709,4.59678,2055.6
12,0.93563,0.84586,0.0423,0.05372,0.08802,4.59752,2293.9
13,0.93912,0.89747,0.03159,0.05198,0.08512,4.59828,2536.1
14,0.944,0.89172,0.02707,0.04856,0.07796,4.59966,2774.1
15,0.94412,0.87516,0.03319,0.04055,0.07222,4.60066,3004.4
16,0.9475,0.88415,0.03374,0.04517,0.07541,4.6004,3223.8
17,0.94975,0.89682,0.02694,0.04013,0.06429,4.6018,3443.7
18,0.95163,0.93076,0.01955,0.04204,0.06918,4.60144,3664.4
19,0.953,0.90191,0.02494,0.03865,0.06975,4.60144,3883.9
20,0.95425,0.91079,0.02219,0.03719,0.05738,4.60269,4105.4
21,0.95462,0.90945,0.02337,0.03285,0.06215,4.60234,4331.4
22,0.95625,0.92011,0.02097,0.03195,0.06047,4.60251,4552.3
23,0.95925,0.92543,0.01983,0.0318,0.05498,4.60305,4782.2
24,0.95937,0.92484,0.0192,0.03005,0.04854,4.60357,5023.3
25,0.96125,0.93248,0.01681,0.02875,0.04819,4.6036,5450.5
26,0.96137,0.92229,0.0195,0.02772,0.04471,4.60382,5953.9
27,0.96288,0.9414,0.01489,0.03005,0.06151,4.60251,6452.2
28,0.96425,0.93758,0.01554,0.02674,0.04827,4.6036,6925.3
29,0.96362,0.9414,0.01486,0.02673,0.04495,4.60385,7397.3
30,0.96375,0.93076,0.01749,0.02475,0.04159,4.60406,7871.2
31,0.96513,0.94407,0.01464,0.02524,0.0524,4.60335,8337.7
32,0.966,0.93609,0.01648,0.02317,0.04209,4.60403,8749.1
33,0.96625,0.94008,0.01584,0.02404,0.0433,4.60397,8915.7
34,0.96637,0.94268,0.01523,0.0216,0.04332,4.60398,9079.9
35,0.96788,0.94013,0.01431,0.02329,0.04004,4.60416,9245.7
36,0.96737,0.94141,0.0145,0.02201,0.03735,4.6043,9407.4
37,0.96775,0.94395,0.01409,0.02227,0.03727,4.6043,9572.4
38,0.96925,0.94777,0.01266,0.02375,0.03557,4.60438,9738.0
39,0.9695,0.94807,0.01283,0.02181,0.03707,4.60432,9903.1
40,0.96962,0.94807,0.01285,0.01843,0.03322,4.6045,10068.1
41,0.97075,0.94522,0.01295,0.01981,0.03367,4.60448,10232.8
42,0.97,0.9494,0.01258,0.02049,0.04027,4.60415,10400.3
43,0.97025,0.94674,0.01318,0.01839,0.0333,4.6045,10567.7
44,0.97137,0.94904,0.01228,0.01907,0.033,4.60451,10735.4
45,0.97275,0.95606,0.01039,0.02123,0.03106,4.60459,10904.9
46,0.97225,0.95414,0.01091,0.01814,0.03234,4.60454,11073.5
47,0.97225,0.95159,0.01136,0.01864,0.02776,4.60471,11239.0
48,0.97337,0.94777,0.01183,0.01813,0.0334,4.6045,11407.6
49,0.97313,0.95414,0.01094,0.01763,0.0278,4.60471,11576.2
50,0.97388,0.95287,0.01049,0.01801,0.03059,4.60462,11744.8
