round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.26625,0.0,0.39774,1.15124,nan,2.99562,7.7
2,0.26375,0.0,0.41078,0.94333,nan,2.99563,15.4
3,0.695,0.0,0.38515,0.61536,nan,2.99552,23.4
4,0.91625,0.30488,0.20538,0.29552,nan,2.99552,31.5
5,0.96,0.76316,0.08388,0.187,nan,2.99559,39.4
6,0.95125,0.42647,0.17206,0.10189,nan,2.99553,47.2
7,0.99875,0.9878,0.00366,0.06301,nan,2.99556,55.2
8,1.0,1.0,0.0,0.05873,nan,2.99556,63.0
9,1.0,1.0,0.0,0.04265,nan,2.99559,70.6
10,1.0,1.0,0.0,0.0271,nan,2.99558,78.4
11,1.0,1.0,0.0,0.02133,nan,2.99554,86.3
12,1.0,1.0,0.0,0.01147,nan,2.99561,94.0
13,1.0,1.0,0.0,0.0156,nan,2.99556,101.7
14,1.0,1.0,0.0,0.01463,nan,2.99555,109.3
15,1.0,1.0,0.0,0.01466,nan,2.99555,117.2
16,1.0,1.0,0.0,0.00912,nan,2.99564,124.9
17,1.0,1.0,0.0,0.00632,nan,2.99558,132.7
18,1.0,1.0,0.0,0.00404,nan,2.99558,140.4
19,1.0,1.0,0.0,0.00563,nan,2.99556,148.1
20,1.0,1.0,0.0,0.00238,nan,2.9956,155.8
21,1.0,1.0,0.0,0.00212,nan,2.99561,163.5
22,1.0,1.0,0.0,0.00451,nan,2.9956,171.1
23,1.0,1.0,0.0,0.00172,nan,2.99561,179.0
24,1.0,1.0,0.0,0.00156,nan,2.99562,186.8
25,1.0,1.0,0.0,0.00143,nan,2.99562,194.4
26,1.0,1.0,0.0,0.00133,nan,2.99558,202.6
27,1.0,1.0,0.0,0.00119,nan,2.99555,210.4
28,1.0,1.0,0.0,0.00124,nan,2.99557,218.0
29,1.0,1.0,0.0,0.00108,nan,2.99566,225.8
30,1.0,1.0,0.0,0.00109,nan,2.99554,233.5
31,1.0,1.0,0.0,0.0009,nan,2.99557,241.3
32,1.0,1.0,0.0,0.00096,nan,2.99559,248.9
33,1.0,1.0,0.0,0.00088,nan,2.9956,256.5
34,1.0,1.0,0.0,0.00084,nan,2.99551,264.5
35,1.0,1.0,0.0,0.0008,nan,2.99558,272.2
36,1.0,1.0,0.0,0.00076,nan,2.99551,280.3
37,1.0,1.0,0.0,0.00072,nan,2.99555,288.1
38,1.0,1.0,0.0,0.00067,nan,2.99553,295.7
39,1.0,1.0,0.0,0.00068,nan,2.99559,303.6
40,1.0,1.0,0.0,0.00063,nan,2.99554,311.4
41,1.0,1.0,0.0,0.00063,nan,2.99561,319.2
42,1.0,1.0,0.0,0.00057,nan,2.99549,327.2
43,1.0,1.0,0.0,0.00055,nan,2.99555,335.3
44,1.0,1.0,0.0,0.00058,nan,2.99547,343.1
45,1.0,1.0,0.0,0.00059,nan,2.99559,350.7
46,1.0,1.0,0.0,0.00052,nan,2.9956,358.4
47,1.0,1.0,0.0,0.00049,nan,2.9956,366.1
48,1.0,1.0,0.0,0.00048,nan,2.99554,373.8
49,1.0,1.0,0.0,0.00049,nan,2.99556,381.6
50,1.0,1.0,0.0,0.00047,nan,2.9956,389.2
