round,test_acc,worst_class_recall,class_recall_std,train_loss,edge_acc_spread,weight_entropy,seconds
1,0.38238,0.0,0.34899,0.68499,0.06311,4.56657,160.4
2,0.6495,0.19347,0.2805,0.33335,0.06157,4.58332,324.8
3,0.79163,0.49268,0.15124,0.2232,0.07843,4.57881,489.3
4,0.84262,0.63249,0.11512,0.15009,0.0756,4.58722,654.0
5,0.85137,0.43949,0.16093,0.11912,0.084,4.58782,819.6
6,0.88038,0.5949,0.1144,0.09748,0.0852,4.59019,988.7
7,0.90012,0.7763,0.06917,0.09073,0.09089,4.59115,1156.8
8,0.9125,0.76964,0.06313,0.07447,0.10967,4.58764,1322.2
9,0.92263,0.81146,0.05217,0.07422,0.0855,4.59604,1490.7
10,0.92675,0.85096,0.0424,0.06736,0.07786,4.5983,1657.6
11,0.9315,0.8293,0.04802,0.05932,0.07532,4.59919,1825.9
12,0.93512,0.86551,0.03924,0.05437,0.08228,4.59807,1993.3
13,0.93712,0.85486,0.03897,0.04761,0.05723,4.60228,2163.3
14,0.94075,0.8775,0.03236,0.05058,0.07597,4.59997,2331.3
15,0.94537,0.89481,0.02925,0.04719,0.06742,4.60138,2498.3
16,0.9475,0.89172,0.03188,0.04238,0.06181,4.60214,2696.9
17,0.94988,0.89682,0.02851,0.04177,0.07973,4.59988,2900.7
18,0.95312,0.91465,0.02351,0.03642,0.0643,4.60195,3100.0
19,0.9545,0.91338,0.02145,0.03815,0.06059,4.60229,3279.1
20,0.95525,0.91083,0.02306,0.03339,0.06079,4.60237,3439.7
21,0.9575,0.92357,0.01926,0.03596,0.05985,4.60251,3599.4
22,0.95837,0.92866,0.01996,0.0336,0.05424,4.60308,3759.7
23,0.96013,0.92611,0.01842,0.03385,0.04288,4.60391,3924.5
24,0.95988,0.93076,0.01836,0.03189,0.04496,4.60379,4082.6
25,0.96075,0.9281,0.0183,0.02824,0.04342,4.60388,4240.7
26,0.96162,0.92357,0.01918,0.02983,0.05608,4.60295,4401.0
27,0.9625,0.93503,0.01703,0.02574,0.05056,4.60341,4562.9
28,0.96362,0.93503,0.01687,0.02784,0.0414,4.60405,4721.9
29,0.96413,0.92866,0.01909,0.02568,0.04506,4.60385,4880.2
30,0.96475,0.94268,0.01494,0.02543,0.04318,4.60396,5039.8
31,0.965,0.9465,0.01444,0.02432,0.04301,4.60398,5198.1
32,0.9655,0.94274,0.01452,0.02733,0.03996,4.60415,5357.7
33,0.96575,0.9465,0.01359,0.0238,0.03249,4.60452,5515.9
34,0.96762,0.94268,0.01375,0.02231,0.0454,4.60384,5673.3
35,0.96662,0.9465,0.01367,0.02245,0.03498,4.60441,5831.2
36,0.96762,0.94777,0.01374,0.02327,0.03429,4.60444,5990.7
37,0.96875,0.9465,0.01232,0.02084,0.02591,4.60476,6149.6
38,0.96875,0.94777,0.0131,0.02195,0.0278,4.6047,6310.7
39,0.96925,0.95159,0.01181,0.02048,0.03231,4.60453,6470.4
40,0.96975,0.94268,0.01393,0.01973,0.03095,4.60458,6629.6
41,0.97025,0.94522,0.0121,0.02026,0.0252,4.60479,6786.9
42,0.97075,0.95287,0.01126,0.02186,0.02841,4.60468,6953.1
43,0.97175,0.94777,0.01186,0.01908,0.02673,4.60475,7110.5
44,0.97137,0.95287,0.01117,0.02011,0.03373,4.60448,7270.0
45,0.97225,0.95287,0.01103,0.01898,0.03053,4.60461,7427.6
46,0.97225,0.95541,0.01087,0.01955,0.0319,4.60456,7586.2
47,0.973,0.95541,0.01045,0.01895,0.02929,4.60466,7744.5
48,0.97325,0.95606,0.01113,0.01779,0.02331,4.60485,7902.6
49,0.97288,0.95159,0.0119,0.01783,0.03093,4.6046,8061.1
50,0.97375,0.95287,0.01206,0.01855,0.0246,4.60482,8220.8
